"id","text","n_tokens","document_ids","entity_ids","relationship_ids","covariate_ids"
"670d5b8f163e15e36907bb41ad7fb981","""bảo mật.
4. Hỗ trợ:
Trong trường hợp Quý khách phát hiện người khác sử dụng mật khẩu truy cập và thực hiện các giao dịch trái phép, xin vui lòng thông báo ngay cho MBS qua tổng đài 1900 9088 để Công ty có biện pháp xử lý kịp thời.
Trân trọng cảm ơn Quý Khách hàng đã tin tưởng lựa chọn dịch vụ Giao dịch trực tuyến tại Công ty cổ phần Chứng khoán MB.
Biểu giá  dịch vụ 
1. Biểu phí giao dịch chứng khoán cơ sở
1.1. Biểu phí cổ phiếu/chứng chỉ quỹ/chứng quyền có bảo đảm qua các kênh giao dịch:
DỊCH VỤ MBS ONLINE
Đối tượng khách hàng: Khách hàng chủ động giao dịch - Không có Chuyên viên Môi giới quản lý Tài khoản.
Phí d""",300,['d1d8f00369755e0157bedf841fd57ee7'],"['4119fd06010c494caa07f439b333f4c5' '3b040bcc19f14e04880ae52881a89c1c'
 '3d6b216c14354332b1bf1927ba168986' '1c109cfdc370463eb6d537e5b7b382fb'
 '3d0dcbc8971b415ea18065edc4d8c8ef' '68105770b523412388424d984e711917']",['21bfd14cbc1f4cbc8ac59f7fd8c75b31'],"['a36f6cbb-6bc4-42ca-98c5-bc3b154348b0'
 'f341433b-fe0f-4d9b-9acd-d0dfb3dfad96']"
"bfdf3977c46f0ead15f3f8c1c9c39f40",".1. Biểu phí cổ phiếu/chứng chỉ quỹ/chứng quyền có bảo đảm qua các kênh giao dịch:
DỊCH VỤ MBS ONLINE
Đối tượng khách hàng: Khách hàng chủ động giao dịch - Không có Chuyên viên Môi giới quản lý Tài khoản.
Phí dịch vụ theo Giá trị giao dịch: 0.08%
Phí dịch vụ của Khách hàng dịch vụ MBS Online theo chương trình MBS Partner: 0.15%
Phí dịch vụ MD24 theo Giá trị giao dịch: 0.12%
Các chính sách ưu đãi khác theo thông báo từng thời kỳ của MBS
Ghi chú: Các mức phí nêu trên đã bao gồm phí trả Sở.

DỊCH VỤ CÓ BROKER
Đối tượng khách hàng: KH có Chuyên viên Môi Giới quản lý Tài khoản và chăm sóc 1:1.
Phí dịch vụ theo Giá",300,['d1d8f00369755e0157bedf841fd57ee7'],"['e7ffaee9d31d4d3c96e04f911d0a8f9e' '85c79fd84f5e4f918471c386852204c5'
 'eae4259b19a741ab9f9f6af18c4a0470' '3138f39f2bcd43a69e0697cd3b05bc4d'
 'dde131ab575d44dbb55289a6972be18f' 'de9e343f2e334d88a8ac7f8813a915e5']","['b69851bf63e34ced83827b0021628543' '0ec4ad4398a8457ab3d71bd2561858dc'
 'fd05d8198d0947b39b8fa1b16f3ecf5f']","['4fe17c46-9845-42ca-8d43-e57404d2993a'
 'b68e2e8d-d29a-48bb-bea6-4398b7ce801e']"
"8a315092dad843d4bcaf2d09091fb3be","ng thời kỳ của MBS
Ghi chú: Các mức phí nêu trên đã bao gồm phí trả Sở.

DỊCH VỤ CÓ BROKER
Đối tượng khách hàng: KH có Chuyên viên Môi Giới quản lý Tài khoản và chăm sóc 1:1.
Phí dịch vụ theo Giá trị giao dịch

DỊCH VỤ KHÁC
Đối tượng khách hàng: KH có bộ phận quản lý và chăm sóc không thuộc các CN/SGD của MBS.
Phí dịch vụ theo Giá trị giao dịch
Lệnh đặt qua kênh App MBBank: Phí giao dịch và phí chăm sóc áp dụng theo thông báo của MBS từng thời kỳ

Trong trường hợp khách hàng sử dụng dịch vụ tư vấn chuyên sâu: Áp dụng phí theo thỏa thuận.

1.2. Phí giao dịch Trái phiếu:
- Phí giao dịch trái",300,['d1d8f00369755e0157bedf841fd57ee7'],"['4119fd06010c494caa07f439b333f4c5' 'e7ffaee9d31d4d3c96e04f911d0a8f9e'
 'de9e343f2e334d88a8ac7f8813a915e5' 'e2bf260115514fb3b252fd879fb3e7be'
 'b462b94ce47a4b8c8fffa33f7242acec' '17ed1d92075643579a712cc6c29e8ddb'
 '3ce7c210a21b4deebad7cc9308148d86']","['d053ea9432a24fb192e8d6aa993b0caa' 'b215cc33cf40434f87f284ff8f3506a4'
 'b83a4e11bfa64559954327714b73293f' 'd984f08ad62f47ab9aabb9aeec1b245e'
 '43603c7868164ac38c659bce7a77f45a']","['1d9b53e3-0756-4027-b82b-5806865de0fc'
 '34568302-7ddc-4e6f-8796-3e19a315969b'
 '2a8a20fe-4d9a-4788-8919-db3c281a23ee'
 '4eef6caa-aaa5-4bb7-9363-8d39dda18df2'
 'a57071ef-1ccf-4518-8dcb-ae737c752b87']"
"5bdccd63cc7c923ee576d653cc4f83b7","""ăm sóc áp dụng theo thông báo của MBS từng thời kỳ

Trong trường hợp khách hàng sử dụng dịch vụ tư vấn chuyên sâu: Áp dụng phí theo thỏa thuận.

1.2. Phí giao dịch Trái phiếu:
- Phí giao dịch trái phiếu Khách hàng phổ thông: 0,1%/ Tổng giá trị giao dịch/ Tài khoản dịch vụ.
- Trường hợp có thỏa thuận khác: áp dụng theo biểu từ 0,02%- 0,1%/ Tổng giá trị giao dịch/ Tài khoản dịch vụ.
- Phí giao dịch trái phiếu cho đối với giao dịch trải nghiệm Nhà đầu tư chuyên nghiệp: 0.2%/Tổng giá trị giao dịch/Tài khoản dịch vụ.

1.3. Phí giao dịch lô lẻ:
- Bán cổ phiếu lẻ cho MBS: 0.""",300,['d1d8f00369755e0157bedf841fd57ee7'],"['4119fd06010c494caa07f439b333f4c5' '077d2820ae1845bcbb1803379a3d1eae'
 'e7ffaee9d31d4d3c96e04f911d0a8f9e' 'd64ed762ea924caa95c8d06f072a9a96']",['d053ea9432a24fb192e8d6aa993b0caa' '3884c37eb13a4c9097ee2c5be4eeefaf'],"['84c25400-22a3-4efa-a4dc-af62a5c989c0'
 '3e30a1e5-fc1e-404d-a551-c3bf2497927f'
 '404b91cc-c9de-44ef-980c-21226e93daa8'
 '16f11574-ae5f-421d-9bfd-d466075c7cce'
 '6b12b0e0-c4af-40f3-a32d-23f2a6cbd8b2']"
"6715eef1712e0d946549e6681a259bd0","""iao dịch trái phiếu cho đối với giao dịch trải nghiệm Nhà đầu tư chuyên nghiệp: 0.2%/Tổng giá trị giao dịch/Tài khoản dịch vụ.

1.3. Phí giao dịch lô lẻ:
- Bán cổ phiếu lẻ cho MBS: 0.45%/ Tổng giá trị chứng khoán lô lẻ thực hiện giao dịch.
- Giao dịch cổ phiếu lẻ trực tiếp trên sàn HSX, HNX: áp dụng theo biểu phí giao dịch tại Mục 1.1 – Biểu phí giao dịch chứng khoán cơ sở.

Ghi chú: Mức phí giao dịch chứng khoán áp dụng với Khách hàng tuân theo biểu phí giao dịch chứng khoán tiêu chuẩn hoặc tuân theo mức phí giao dịch áp dụng khác (nếu có)
3. Biểu phí giao dịch chứng""",300,['d1d8f00369755e0157bedf841fd57ee7'],"['4119fd06010c494caa07f439b333f4c5' '077d2820ae1845bcbb1803379a3d1eae'
 'adf4ee3fbe9b4d0381044838c4f889c8' '32ee140946e5461f9275db664dc541a5'
 'c160b9cb27d6408ba6ab20214a2f3f81']","['c1ff9d8e1b8745d6860c34ce26122d79' '90764eb2cab74cffb1c7d72d28b965cc'
 '4f29bcf5377d4c9f94ff3f8ca2f8d941' 'e7072a582d9b4c1ea8b171ee940d4d6e']",['0d58f937-d45e-4d5c-abe7-5b20a7c5e83b']
"125aaa8d948c6ad2f25489cd7366c153","""sở.

Ghi chú: Mức phí giao dịch chứng khoán áp dụng với Khách hàng tuân theo biểu phí giao dịch chứng khoán tiêu chuẩn hoặc tuân theo mức phí giao dịch áp dụng khác (nếu có)
3. Biểu phí giao dịch chứng khoán phái sinh
Xử lý tài sản phong tỏa cầm cố. Mức phí:
0,3%/ Giá trị giao dịch
Tối thiểu 100.000 VNĐ
Xác nhận tình trạng phong tỏa/giải tỏa tài khoản/tài sản cầm cố. Mức phí:
50.000 VNĐ/ lần, tối đa 3 bản
Từ bản thứ 4 thu 100.000 VNĐ/ bản
Giải tỏa chứng khoán: Miễn phí

3.5. Rút chứng khoán
Mức phí: 100.000 VNĐ/ 1 hồ sơ

3.6. Chuyển khoản chứng khoán theo yê""",300,['d1d8f00369755e0157bedf841fd57ee7'],"['68105770b523412388424d984e711917' '23527cd679ff4d5a988d52e7cd056078'
 'f1c6eed066f24cbdb376b910fce29ed4' '83a6cb03df6b41d8ad6ee5f6fef5f024'
 '147c038aef3e4422acbbc5f7938c4ab8' 'b7702b90c7f24190b864e8c6e64612a5']","['3e1981b9301c4d339a9228ae7a089a04' '26c9c44e5059429bb8abc3308bc6c814'
 '7cea9903153f43b895c0b23d25bc90a3' 'b54436ccc23745c88d24edcc3fdd8ed1']","['a5abac45-a4bc-4e6c-93ae-4c10736de441'
 'e6ffc8c7-d48e-4330-b8ee-041c1565ffe9'
 '5b27bce9-0d67-462c-81a5-106b586656ac'
 '205f1e92-16ad-4d65-870c-bb899e8eb378']"
"b7d7a176a30e0cad4e21d20d4ed670ba","""lần, tối đa 3 bản
Từ bản thứ 4 thu 100.000 VNĐ/ bản
Giải tỏa chứng khoán: Miễn phí

3.5. Rút chứng khoán
Mức phí: 100.000 VNĐ/ 1 hồ sơ

3.6. Chuyển khoản chứng khoán theo yêu cầu của Khách hàng
Áp dụng trong trường hợp Khách hàng không đóng tài khoản, chỉ chuyển khoản chứng khoán sang tài khoản chứng khoán của Khách hàng mở tại CTCK khác.

Mức phí: 1 VNĐ/ 1 chứng khoán/ 1 lần chuyển khoản/ 1 mã (tối đa không quá 1.000.000 VNĐ/ 1 lần/ 1 mã chứng khoán)

3.7. Chuyển nhượng quyền đăng ký mua thêm
Mức phí:
Cùng công ty: 50.000 VNĐ/ 1 hồ sơ
Khác công ty: 100.000 VNĐ/ 1 hồ sơ

4. Biểu phí đó""",300,['d1d8f00369755e0157bedf841fd57ee7'],"['e7ffaee9d31d4d3c96e04f911d0a8f9e' '147c038aef3e4422acbbc5f7938c4ab8'
 'b7702b90c7f24190b864e8c6e64612a5' 'de6fa24480894518ab3cbcb66f739266'
 '6fae5ee1a831468aa585a1ea09095998' 'ef32c4b208d041cc856f6837915dc1b0'
 '07b2425216bd4f0aa4e079827cb48ef5' '2670deebfa3f4d69bb82c28ab250a209']","['de23b974cc90497eb4363e26d931a57c' '977c895bb98d4136a76e8749533154b6'
 '8d75cfea884248aba1f372de5e1b82a9' '4bb78401581b4240b0967309e96af00b']",['12577f01-2b6d-4041-b06b-4f6fa83a934d']
"1dab4da3dc6ce428ca1f1aff6469071c","a không quá 1.000.000 VNĐ/ 1 lần/ 1 mã chứng khoán)

3.7. Chuyển nhượng quyền đăng ký mua thêm
Mức phí:
Cùng công ty: 50.000 VNĐ/ 1 hồ sơ
Khác công ty: 100.000 VNĐ/ 1 hồ sơ

4. Biểu phí đóng mở dịch vụ
Phí mở TK: miễn phí.
Phí đóng TK nhà đầu tư trong nước: 100.000 VNĐ/ tài khoản.
Phí đóng TK nhà đầu tư nước ngoài: 1.000.000 VNĐ/ tài khoản.
Phí chuyển chứng khoán khi đóng (nếu còn trong TK): 5 VNĐ/ 10 cổ phiếu.

5. Biểu phí tra cứu thông tin tài khoản
5.1. Tại quầy
Sao kê giao dịch tiền
Từ 1 đến 2 năm kể từ ngày in sao kê.
30.000 VNĐ/lần
Tối đa 2 bản. T�",300,['d1d8f00369755e0157bedf841fd57ee7'],"['077d2820ae1845bcbb1803379a3d1eae' 'de6fa24480894518ab3cbcb66f739266'
 '404309e89a5241d6bff42c05a45df206' 'b785a9025069417f94950ad231bb1441']",['01abe16e67c241a887aa62abe22d155c' '90f4ee186bcd4996ad8002888569fffc'],"['5a9c6bb5-dab2-4337-87ba-87e081539c6d'
 'e1274127-f32a-4fad-bc81-2e13d297dc00'
 'f74b89de-3446-42e5-998f-3723d4bb6989'
 'ee300f27-c280-452d-b5a5-fe82445cdd3e'
 '5c37b731-4593-4b92-b927-d0402f45357e'
 'c17fdc08-03c2-4d37-9896-a9c8df470aa5']"
"5f9d5c30d0a45936539e58a40065c8ab","ếu còn trong TK): 5 VNĐ/ 10 cổ phiếu.

5. Biểu phí tra cứu thông tin tài khoản
5.1. Tại quầy
Sao kê giao dịch tiền
Từ 1 đến 2 năm kể từ ngày in sao kê.
30.000 VNĐ/lần
Tối đa 2 bản. Từ bản thứ 3 thu 5.000 VNĐ/bản

Trên 2 năm kể từ ngày in sao kê.
50.000 VNĐ/lần
Tối đa 2 bản. Từ bản thứ 3 thu 5.000 VNĐ/bản

Sao kê giao dịch chứng khoán
Từ 1 đến 2 năm kể từ ngày in sao kê.
30.000 VNĐ/lần
Tối đa 2 bản. Từ bản thứ 3 thu 5.000 VNĐ/bản

Trên 2 năm kể từ ngày in sao kê.
50.000 VNĐ/lần
Tối đa 2 bản. Từ bản thứ 3 thu 5.000 VNĐ/bản

Gửi sa",300,['d1d8f00369755e0157bedf841fd57ee7'],"['f7e11b0e297a44a896dc67928368f600' 'de6fa24480894518ab3cbcb66f739266'
 '3b6cd96a27304614850709aba1c9598b' 'd54956b79dd147f894b67a8b97dcbef0'
 '958beecdb5bb4060948415ffd75d2b03']","['42d1a9e749ad40daa34c7b0b695f8751' 'cd8d9795f540413390927ea2a9e77c26'
 '4a3ff6a3471945fd8c7fd5c171c56d56']",['72dc7c42-a8eb-4321-bb40-158b63284594']
"635eabb30b2c974b48872e2656108042","""ày in sao kê.
30.000 VNĐ/lần
Tối đa 2 bản. Từ bản thứ 3 thu 5.000 VNĐ/bản

Trên 2 năm kể từ ngày in sao kê.
50.000 VNĐ/lần
Tối đa 2 bản. Từ bản thứ 3 thu 5.000 VNĐ/bản

Gửi sao kê bằng thư đảm bảo cho Khách hàng
Gửi khi Khách hàng có yêu cầu, bao gồm:
Sao kê giao dịch tiền và giao dịch chứng khoán.
10.000 VNĐ/lần
Mức phí tối thiểu. Bao gồm: phí sao kê + bưu phí

Xác nhận số dư tài khoản theo yêu cầu Khách hàng
Xác nhận do Khách hàng lập
(Không phân biệt tiếng Việt/Tiếng Anh).
100.000 VNĐ/lần
Tối đa 3 bản. Từ bản thứ 4 thu 20.000 VNĐ/bản

Xác nhận do MBS lập""",300,['d1d8f00369755e0157bedf841fd57ee7'],"['4119fd06010c494caa07f439b333f4c5' 'e7ffaee9d31d4d3c96e04f911d0a8f9e'
 'b999ed77e19e4f85b7f1ae79af5c002a']",['9d1e6ca9ae8e4e068fb74631a633b20b' 'a9de65176e234a9f9073b8df9d675e90'],"['90ac8e37-624f-4582-a2e0-8f75f2695636'
 '1ffaed2c-0254-49e0-963f-a040654cd68f']"
